Entities,neg,pos,neu,Count,Category
トランプ,0,0,2,8,PERSON
マナーハウス,0,0,1,2,ORGANIZATION
ユニバーサル,0,0,1,1,ORGANIZATION
アジア,0,0,1,1,LOCATION
シンガポール本島,0,0,1,1,LOCATION
マレーシア,0,0,1,1,LOCATION
ポンティアック・ランド・グループ,0,0,1,1,ORGANIZATION
リッツ・カールトン初代,0,0,1,1,ORGANIZATION
ホルスト・シュルツ,0,0,1,1,PERSON
シンガポール政府,1,0,0,1,ORGANIZATION
国際刑事警察機構,0,0,1,1,ORGANIZATION
カンボジア,0,0,1,1,LOCATION
ルーマニア,0,0,1,1,LOCATION
習近平,0,0,1,1,PERSON
台湾,0,0,1,1,LOCATION
馬英九,0,0,1,1,PERSON
インド,0,0,1,1,LOCATION
モディ首相,0,0,1,1,PERSON
マティス,0,0,1,1,PERSON
アジア安全保障会議,0,0,1,1,ORGANIZATION
ExxonMobil,0,0,1,5,ORGANIZATION
Rosneft,0,0,1,4,ORGANIZATION
Sakhalin-1,1,0,0,2,LOCATION
Exxon,0,0,1,2,ORGANIZATION
Chiba,0,0,1,1,LOCATION
Toru Hanai,0,0,2,2,PERSON
James Grable,0,0,1,1,PERSON
China National Petroleum Corporation,0,0,1,1,ORGANIZATION
Gazprom,0,0,1,1,ORGANIZATION
Sakhalin,0,0,1,1,LOCATION
Vladimir Soldatkin,0,0,2,2,PERSON
Del Monte Philippines,2,0,0,4,LOCATION
SE Asia,2,0,0,4,LOCATION
D.M. Wenceslao,2,0,0,4,ORGANIZATION
Anshuman Daga,0,2,0,4,PERSON
Enrico Dela Cruz,2,0,0,4,PERSON
Joseph Roxas,2,0,0,4,PERSON
MANILA,0,0,2,2,LOCATION
Southeast Asia,2,0,0,2,LOCATION
Parent Del Monte Pacific Ltd,2,0,0,2,ORGANIZATION
Shell Petroleum Corp,0,0,2,2,ORGANIZATION
D.M. Wenceslao & Associates Inc,0,0,2,2,ORGANIZATION
Reginaldo Anthony Cariaso,0,0,2,2,PERSON
BPI Capital Corp,0,2,0,2,ORGANIZATION
Eagle Equities,0,2,0,2,ORGANIZATION
Neil Jerome Morales,2,0,0,2,PERSON
Christopher Cushing,0,1,1,2,PERSON
@facebook,1,0,0,29,ORGANIZATION
Huawei Technologies Co Ltd,0,0,1,8,ORGANIZATION
Mark Zuckerberg,1,0,0,5,PERSON
U.S. lawmakers,0,1,0,2,ORGANIZATION
David Ingram,0,0,1,2,PERSON
Senate Judiciary and Commerce Committees,0,1,0,1,ORGANIZATION
Capitol Hill,0,1,0,1,LOCATION
Leah Millis,1,0,0,1,PERSON
House of Representatives Energy and Commerce Committee,0,1,0,1,ORGANIZATION
Greg Walden,0,0,1,1,PERSON
Frank Pallone,0,0,1,1,PERSON
Lenovo Group,0,0,1,1,ORGANIZATION
OPPO,0,0,1,1,ORGANIZATION
TCL Corp,0,0,1,1,ORGANIZATION
Francisco Varela,1,0,0,1,PERSON
Ed Markey,0,1,0,1,PERSON
Marco Rubio,1,0,0,1,PERSON
S.Korea,0,0,1,1,LOCATION
@Samsung,0,0,1,1,ORGANIZATION
Chinese Foreign Ministry,2,0,0,2,ORGANIZATION
The New York Times,1,0,1,2,ORGANIZATION
U.S. Federal Trade Commission,0,0,1,1,ORGANIZATION
"Senate Commerce, Science and Transportation Committee",0,1,0,1,ORGANIZATION
Senate Intelligence Committee,0,1,0,1,ORGANIZATION
Amazon.com Inc,0,0,1,1,ORGANIZATION
Apple Inc,0,0,1,1,ORGANIZATION
HTC Corp,0,0,1,1,ORGANIZATION
Microsoft Corp,0,0,1,1,ORGANIZATION
Samsung Electronics Co Ltd.,1,0,0,1,ORGANIZATION
Diane Bartz,0,1,0,1,PERSON
Will Dunham,0,0,1,1,PERSON
Grace,0,0,1,1,PERSON
Notting Hill,0,0,3,6,LOCATION
Adam Lowe,2,0,1,5,PERSON
Kingston Crown Court,3,0,0,3,ORGANIZATION
Ching,3,0,0,3,PERSON
Metropolitan Police,0,2,1,11,ORGANIZATION
Guy Faulconbridge,0,0,3,3,PERSON
Anton Siluanov,0,0,1,3,PERSON
St. Petersburg International Economic Forum,0,0,2,4,ORGANIZATION
parliament,2,0,3,13,ORGANIZATION
Russian Finance Minister,0,0,1,1,ORGANIZATION
Sanaa,1,0,0,2,LOCATION
Griffith,0,1,0,1,PERSON
PORT CITY,0,0,1,1,LOCATION
Vivendi,3,0,0,12,ORGANIZATION
Telecom Italia,0,2,1,10,ORGANIZATION
MILAN,0,0,3,5,LOCATION
Stefano Rellandini,1,0,2,3,PERSON
Stephen Jewkes,2,1,0,3,PERSON
Micah Bedeau,2,0,0,3,PERSON
Yonas Girma,1,0,1,2,PERSON
MiFID II,0,0,2,8,ORGANIZATION
DVCs,2,0,0,6,ORGANIZATION
SI,0,2,0,6,ORGANIZATION
Liquidnet,4,0,0,8,PERSON
Rebecca Healey,0,0,2,4,PERSON
Financial Instruments Directive II,0,0,2,2,ORGANIZATION
AMF,2,0,0,2,ORGANIZATION
EMEA Market Structure,0,0,2,2,ORGANIZATION
MiFID,0,0,2,2,ORGANIZATION
Petronas,0,1,0,3,ORGANIZATION
Malaysia,1,0,0,1,LOCATION
OSP,1,0,0,1,ORGANIZATION
Miri,0,1,0,1,LOCATION
Kimanis,0,1,0,1,LOCATION
Jessica Jaganathan,0,0,1,1,PERSON
Joseph Radford,0,0,1,1,PERSON
Petro Poroshenko,0,0,2,6,PERSON
Oleksandr Danylyuk,0,0,2,4,PERSON
dismiss Danylyuk,0,0,2,4,PERSON
KIEV,0,0,2,2,LOCATION
Ukrainian parliament,0,1,2,3,ORGANIZATION
Hannah McKay,0,0,2,2,PERSON
Iryna Lutsenko,0,0,2,2,PERSON
Matthias Williams,0,0,2,2,PERSON
Ministry of Agriculture,0,1,0,2,ORGANIZATION
White,1,0,0,2,LOCATION
TOKYO,0,1,1,3,LOCATION
Hard Red Winter,1,0,0,1,ORGANIZATION
Canada Western,0,0,1,1,ORGANIZATION
Standard White(West Australia,0,0,1,1,ORGANIZATION
Fumika Inoue,0,0,1,1,PERSON
Biju Dwarakanath,0,0,1,1,PERSON
Netcompany,0,0,1,3,ORGANIZATION
Copenhagen,0,0,1,1,LOCATION
André Rogaczewski,0,1,0,1,PERSON
Boleslaw Lasocki,0,0,1,1,PERSON
Adrian Croft,0,0,1,1,PERSON
London Stock Exchange Group,1,0,0,1,ORGANIZATION
Mark John,0,0,1,2,PERSON
Mike Dolan,0,0,1,2,PERSON
Daily,0,0,1,1,ORGANIZATION
UK parliament,0,0,1,1,ORGANIZATION
Brino,1,0,0,1,PERSON
Kiev,1,0,0,1,LOCATION
Russia's President,0,0,1,1,ORGANIZATION
Alexander Van der Bellen,0,0,1,1,PERSON
S&P500,0,0,1,1,ORGANIZATION
Fed,0,1,3,8,ORGANIZATION
Chancellor Merkel,0,0,1,1,PERSON
Scholz,0,0,1,1,PERSON
Berlin,0,1,2,3,LOCATION
Altmaier,0,0,1,1,PERSON
Seoul,0,0,3,3,LOCATION
Wall St,0,0,1,1,LOCATION
Tayyip Erdogan,1,0,1,3,PERSON
European Economics,0,0,1,1,ORGANIZATION
EMEA,0,0,1,1,ORGANIZATION
ＫＤＤＩ,0,0,1,6,ORGANIZATION
日立製作所,0,1,0,3,ORGANIZATION
オブ・シングス,0,0,1,3,ORGANIZATION
日立,0,0,1,2,ORGANIZATION
トヨタ自動車,0,0,3,3,ORGANIZATION
幕張,0,0,1,1,LOCATION
Isaac Marshall,0,0,1,1,PERSON
Russian central bank,2,0,0,4,ORGANIZATION
"PETERSBURG, Russia",0,0,1,2,LOCATION
Otkritie,1,0,0,1,ORGANIZATION
B&N,1,0,0,1,ORGANIZATION
Promsvyazbank,1,0,0,1,ORGANIZATION
Andrey Ostroukh,0,0,1,1,PERSON
Elena Fabrichnaya,0,0,1,1,PERSON
Tatiana Voronova,0,0,1,1,PERSON
Katya Golubkova,0,1,1,2,PERSON
Allemagne,0,0,3,4,LOCATION
Axel Schmidt BERLIN,0,0,1,1,PERSON
Etats-Unis,0,1,2,3,LOCATION
Claude Chendjou,0,0,1,1,PERSON
Véronique Tison,0,2,0,2,PERSON
Ivan Alvarado,0,1,0,1,PERSON
Italie,0,0,1,1,LOCATION
Hungary,0,0,1,2,LOCATION
Paks,0,0,1,2,LOCATION
BUDAPEST,0,0,1,1,LOCATION
Marton Dunai,0,0,1,1,PERSON
Sandor Peto,0,0,1,1,PERSON
Nikkei,1,0,0,6,ORGANIZATION
Ayai Tomisawa,1,0,0,2,PERSON
SoftBank,1,0,0,2,ORGANIZATION
Fanuc Corp,1,0,0,2,ORGANIZATION
The Nikkei,1,0,0,2,ORGANIZATION
N225,0,0,1,1,ORGANIZATION
Takuya Takahashi,0,0,1,1,PERSON
Daiwa Securities,1,0,0,1,ORGANIZATION
U.S. Federal Reserve,0,0,1,1,ORGANIZATION
Tokyo Electron,1,0,0,1,ORGANIZATION
West Japan Railway Co,1,0,0,1,ORGANIZATION
Tokyo Gas,0,1,0,1,ORGANIZATION
Kikkoman Corp,0,1,0,1,ORGANIZATION
Yuzaburo Mogi,0,0,1,1,PERSON
South America,1,1,0,2,LOCATION
Topix,1,0,0,1,ORGANIZATION
TOPX,1,0,0,1,LOCATION
BFM Business,0,1,0,2,ORGANIZATION
Aviva Assurances,1,0,0,2,ORGANIZATION
Pascal Rossignol,0,0,1,1,PERSON
Arthur Connan,0,0,1,1,PERSON
Sophie Louet,0,0,1,1,PERSON
Airbus,0,0,1,2,ORGANIZATION
CJO,1,0,0,2,ORGANIZATION
Benoît Tessier,0,0,1,1,PERSON
Union européenne,0,0,2,3,LOCATION
Myriam Rivet,0,0,1,1,PERSON
Julie Carriat,0,0,1,1,PERSON
Simona Gambarini,1,0,0,2,PERSON
Federal Reserve,0,0,2,2,ORGANIZATION
Chow Tai Fook Jewellery,0,1,0,1,ORGANIZATION
Capital Economics,1,0,0,1,ORGANIZATION
U.S. monetary policy,0,1,0,1,ORGANIZATION
Korea,0,3,0,3,LOCATION
Karen Rodrigues,0,1,0,1,PERSON
Galileo,1,0,0,5,ORGANIZATION
Davis Reuters,0,0,1,3,ORGANIZATION
Galileo navigation system,0,1,0,2,ORGANIZATION
Guiana Space Center,0,0,1,1,LOCATION
Sinnamary,0,0,1,1,LOCATION
French Guiana,0,0,1,1,LOCATION
Benoit Tessier,0,1,0,1,PERSON
Commission,0,0,1,1,ORGANIZATION
European Defence Fund,1,0,0,1,ORGANIZATION
British government,0,1,0,1,ORGANIZATION
European Court of Justice,0,1,0,1,ORGANIZATION
Paul Sandle,0,1,0,1,PERSON
Stephen Addison,0,0,1,1,PERSON
Mitie,2,0,1,8,LOCATION
Phil Bentley,0,1,0,3,PERSON
Sainsbury’s,0,1,0,1,ORGANIZATION
Capita,1,0,0,1,ORGANIZATION
Canaccord Genuity,0,0,1,1,ORGANIZATION
Gert Zonneveld,0,0,1,1,PERSON
Georgina Prodhan,0,0,1,1,PERSON
Elisabeth O'Leary,0,0,1,1,PERSON
マーケットアイ,0,0,3,3,ORGANIZATION
ジャスダック,0,0,1,1,ORGANIZATION
マザーズ,0,0,1,1,ORGANIZATION
総医研ホールディングス,0,0,1,1,ORGANIZATION
システムズ,0,0,1,1,PERSON
ユナイテッド,0,0,1,1,ORGANIZATION
藤原直樹,1,0,0,1,PERSON
化学工業,0,0,1,1,ORGANIZATION
日経平均,1,0,0,1,ORGANIZATION
トヨタ,0,0,1,1,ORGANIZATION
東海カーボン,0,0,1,1,ORGANIZATION
キヤノン,0,0,2,2,ORGANIZATION
パナソニック,0,0,2,2,ORGANIZATION
ソニー,0,0,2,2,ORGANIZATION
ファーストリテイリング,0,0,2,2,ORGANIZATION
ファナック,0,0,2,2,ORGANIZATION
三菱ＵＦＪフィナンシャル・グループ,0,0,2,2,ORGANIZATION
みずほフィナンシャルグループ,0,0,2,2,ORGANIZATION
トムソン,0,0,2,2,PERSON
ABUJA,0,0,1,2,LOCATION
Jake Spring,0,0,1,2,PERSON
BRASILIA,0,0,1,2,LOCATION
Michel Temer,0,1,0,2,PERSON
National Biofuels Policy RenovaBio,0,1,0,1,ORGANIZATION
Planalto Palace,0,0,1,1,LOCATION
Adriano Machado,0,0,1,1,PERSON
G Crosse,0,0,1,1,ORGANIZATION
PRESS DIGEST- Financial Times,0,1,0,2,ORGANIZATION
TSB Bank Plc,1,0,0,2,ORGANIZATION
Goldman Sachs Group Inc,0,0,1,2,ORGANIZATION
Parkinson,0,0,1,2,ORGANIZATION
Thames,0,0,1,1,LOCATION
Oxford BioMedica,0,0,1,1,LOCATION
Dalmore Capital,0,0,1,1,ORGANIZATION
Swiss Life Asset Managers,0,0,1,1,ORGANIZATION
Cory Riverside Energy,0,1,0,1,PERSON
Strategic Value Partners,0,1,0,1,ORGANIZATION
FT,0,0,1,1,LOCATION
Oxford BioMedica Plc,0,0,1,1,ORGANIZATION
Axovant Sciences Ltd,0,0,1,1,ORGANIZATION
John Bolton,0,0,2,49,PERSON
Kim Jong Un,0,1,2,7,PERSON
Matt Spetalnick,0,2,0,4,PERSON
David Brunnstrom,0,0,2,4,PERSON
Kellyanne Conway,2,0,0,4,PERSON
CIA,0,2,0,2,ORGANIZATION
U.N.,3,0,0,4,ORGANIZATION
Muammar Gaddafi,2,0,0,2,PERSON
George W. Bush,2,0,0,2,PERSON
Oval Office,2,0,0,2,ORGANIZATION
National Security Adviser,0,0,2,2,ORGANIZATION
Cabinet Room,0,0,2,2,LOCATION
"Washington, DC",0,0,2,2,LOCATION
Carlos Barria,1,1,0,2,PERSON
Suzanne DiMaggio,0,2,0,2,PERSON
New America Foundation,0,2,0,2,ORGANIZATION
Matt Pottinger,0,0,2,2,PERSON
National Security Council,0,0,2,2,ORGANIZATION
U.S. Marine,0,2,0,2,ORGANIZATION
Sung Kim,0,0,2,2,PERSON
Koreas,0,0,2,2,LOCATION
Joseph Yun,2,0,0,2,PERSON
South Korea,2,0,0,2,LOCATION
East Asia,2,0,0,2,LOCATION
John Walcott,0,2,0,2,PERSON
Steve Holland,0,2,0,2,PERSON
Mary Milliken,0,0,2,2,PERSON
Peter Cooney,0,2,1,3,PERSON
North American Free Trade,0,0,1,3,ORGANIZATION
Chile,0,0,2,5,LOCATION
Argentina,0,0,1,3,LOCATION
El-Erian,1,0,0,2,LOCATION
SAO PAULO,1,0,0,2,LOCATION
MSCI Emerging,0,1,0,2,ORGANIZATION
Colombia,0,0,1,2,LOCATION
Petroleo Brasileiro SA,0,1,0,1,ORGANIZATION
Jair Bolsonaro,1,0,0,1,PERSON
Ciro Gomes,0,1,0,1,PERSON
Geraldo Alckmin,0,0,1,1,PERSON
Joao Doria,0,0,1,1,PERSON
Flavio Serrano,0,1,0,1,PERSON
Haitong Banco de Investimento,1,0,0,1,LOCATION
Allianz,1,0,0,1,ORGANIZATION
Mohamed El-Erian,1,0,0,1,PERSON
Brazilian central bank,1,0,0,1,ORGANIZATION
Ildefonso Guajardo,0,0,2,2,PERSON
LatAm,0,1,0,1,LOCATION
IGBC,0,0,1,1,ORGANIZATION
IBC,1,0,0,1,ORGANIZATION
Peru,0,0,1,1,LOCATION
Gram Slattery,0,1,0,1,PERSON
Claudia Violante,0,1,0,1,PERSON
Julia Love,0,0,3,3,PERSON
International Atomic Energy Agency,1,0,0,5,ORGANIZATION
Ali Akbar Salehi,1,0,0,3,PERSON
Reza Najafi,0,1,0,3,PERSON
VIENNA,0,0,1,2,LOCATION
Francois Murphy,0,0,1,1,PERSON
Sudip Kar-Gupta,0,0,1,1,PERSON
Khamenei,0,1,0,1,PERSON
French Foreign Minister,0,0,1,1,ORGANIZATION
Yves Le Drian,0,0,1,1,PERSON
Europe 1,0,0,1,1,ORGANIZATION
Board of Governors,0,0,1,1,ORGANIZATION
Natanz,1,0,0,1,LOCATION
Atomic Energy Organisation,0,0,1,1,ORGANIZATION
Tom Koerkemeier,0,1,0,1,PERSON
Bozorgmehr Sharafedin,0,0,1,1,PERSON
Angus MacSwan,0,0,1,1,PERSON
Andrew Heavens,0,0,1,1,PERSON
William Maclean,0,1,1,2,PERSON
Felipe Larrain,1,0,0,2,PERSON
SANTIAGO,0,0,1,1,LOCATION
Dave Sherwood,0,0,1,1,PERSON
Energy Information Administration,1,0,0,5,ORGANIZATION
EIA Reuters,0,1,0,2,ORGANIZATION
David Gaffen,1,0,0,2,PERSON
West Coast,0,1,0,1,LOCATION
"Cushing, Oklahoma",1,0,0,1,LOCATION
"BASRA, Iraq",1,0,0,6,LOCATION
Jabar al-Luaibi,0,0,1,5,PERSON
Kirkuk,1,0,0,2,LOCATION
Aref Mohhammed,0,0,1,1,PERSON
Baghdad,0,0,1,1,LOCATION
Thaier Al-Sudani,1,0,0,1,PERSON
SHANA,0,0,1,1,ORGANIZATION
Basra,0,0,1,1,LOCATION
Aref Mohammed,0,1,0,1,PERSON
Independent High Elections Commission,0,0,1,8,ORGANIZATION
Supreme Judicial Council,0,0,1,3,ORGANIZATION
Moqtada al-Sadr,0,1,0,1,PERSON
"Anbara, Salahudin",0,1,0,1,LOCATION
Diyala,1,0,0,1,LOCATION
Nineveh,1,0,0,1,LOCATION
UAE,1,0,0,1,LOCATION
Miru Systems,1,0,0,1,ORGANIZATION
Siemens,0,0,1,3,ORGANIZATION
Belt and Road,0,0,1,2,ORGANIZATION
ZURICH,0,0,1,1,ORGANIZATION
China National Chemical Engineering,0,1,0,1,ORGANIZATION
China Railway Construction,0,0,1,1,ORGANIZATION
China Civil Engineering Construction Corp.,0,0,1,1,ORGANIZATION
Indonesia,0,1,0,1,LOCATION
Mozambique,0,1,0,1,LOCATION
John Miller,0,1,0,1,PERSON
John Revill,0,0,1,1,PERSON
Andrés Manuel López Obrador,0,0,3,29,PERSON
Carlos Urzúa,0,0,3,30,PERSON
México,1,3,4,38,LOCATION
Alejandro Díaz de León,0,0,1,3,PERSON
CIUDAD DE MÉXICO,0,6,1,9,LOCATION
mexicano,0,0,6,9,LOCATION
Dave Graham,0,0,3,3,PERSON
Frank Jack Daniel,0,1,2,5,PERSON
Banco de México,0,1,0,1,ORGANIZATION
Manuel Ramos Francia,0,0,1,1,PERSON
Senado,0,0,1,1,ORGANIZATION
Agustín Carstens,1,0,0,1,PERSON
estadounidense,2,1,1,6,LOCATION
Jean Yoon,0,2,1,5,PERSON
Paritosh Bansal,0,0,3,5,PERSON
Daniel Flynn,0,1,2,3,PERSON
Sharay Angulo,0,0,1,1,PERSON
Ana Isabel Martínez,0,0,3,3,PERSON
Manuel Farías,0,0,2,2,PERSON
欧州中央銀行,2,0,1,4,ORGANIZATION
Antarctica,0,0,1,8,LOCATION
Greenpeace,0,1,1,9,ORGANIZATION
Alister Doyle,1,0,1,4,PERSON
Frida Bengtsson,0,1,0,2,PERSON
Arctic,0,0,1,2,LOCATION
Earth,0,0,1,1,LOCATION
Antarctic peninsula,0,0,1,1,LOCATION
Mariana Trench,0,0,1,1,LOCATION
Grant Oakes,1,0,1,2,PERSON
"Neko Harbour, Antarctica",0,0,1,1,LOCATION
Alexandre Meneghini,0,0,1,1,PERSON
University of Hull,0,0,1,1,ORGANIZATION
British Antarctic Survey,0,0,1,1,ORGANIZATION
Southern Ocean,0,1,0,1,LOCATION
Arctic Ocean,1,0,0,1,LOCATION
Ilka Peeken,0,0,1,1,PERSON
Alfred Wegener Institute for Polar and Marine Research,0,0,1,1,ORGANIZATION
Kyaw Soe Oo,1,0,0,7,PERSON
Myanmar,1,0,0,5,LOCATION
James Foley,0,1,0,2,PERSON
Yangon,1,0,0,2,LOCATION
Ann Wang,0,1,0,2,PERSON
RPB,0,0,1,1,ORGANIZATION
Moe Thin Wai Zin,0,0,1,1,PERSON
Rakhine state,0,1,0,1,LOCATION
Donna Leff,1,0,0,1,PERSON
Melania Trump,0,1,0,9,PERSON
First Lady,0,1,0,1,PERSON
Roberta Rampton,0,2,0,2,PERSON
Diego Reyes,0,1,0,3,PERSON
Dinamarca,0,1,0,3,LOCATION
Erick Gutiérrez,0,0,1,2,PERSON
Zaguero Reyes,1,0,0,1,LOCATION
Europa,0,0,1,1,LOCATION
Alemania,0,0,1,1,LOCATION
Corea del Sur,0,0,1,1,LOCATION
Suecia,0,0,1,1,LOCATION
Francia,0,0,2,2,LOCATION
Carlos Calvo Pacheco,0,0,1,1,PERSON
Javier López de Lérida,0,0,1,1,PERSON
Jordan,2,0,0,27,LOCATION
Omar al-Razzaz,0,0,1,7,PERSON
AMMAN,0,1,0,3,LOCATION
Ellen Francis,0,1,0,2,PERSON
Abullah,1,0,0,2,PERSON
World Bank,0,0,1,1,ORGANIZATION
Harvard,0,1,0,1,ORGANIZATION
Hani Mulki,1,0,0,1,PERSON
Cabinet office,1,0,0,1,ORGANIZATION
Saleh Shouha,0,0,1,1,PERSON
Ammar Awad,0,0,1,1,PERSON
Professional Unions Association,1,0,0,1,ORGANIZATION
Ali al-Abous,0,0,1,1,PERSON
Bushra Shakhshir,0,0,1,1,PERSON
Toni Reinhold,0,0,1,1,PERSON
Kurdistan Workers Party,1,0,0,5,ORGANIZATION
Qandil,0,0,1,5,LOCATION
Suleyman Soylu,0,0,1,3,PERSON
Sinjar,0,0,1,2,LOCATION
Turkish military,0,0,1,2,ORGANIZATION
ISTANBUL,0,0,1,1,LOCATION
Qandil mountains,0,0,1,1,LOCATION
Ankara,0,0,1,1,LOCATION
NTV,0,0,1,1,ORGANIZATION
Afrin,0,0,1,1,LOCATION
Kurdish fighters,0,0,1,1,ORGANIZATION
Black Sea,0,0,1,1,LOCATION
Eregli,0,0,1,1,LOCATION
"Hakurk, Gara, Metina",1,0,0,1,LOCATION
Ezgi Erkoyun,1,0,0,1,PERSON
Dominic Evans,0,1,0,1,PERSON
David Dolan,0,0,1,1,PERSON
Río Tinto,0,0,1,2,LOCATION
Profepa,0,0,2,4,ORGANIZATION
Minera Río Tinto S.A. de C.V.,0,1,0,1,ORGANIZATION
Rio Tinto Ltd,0,0,1,1,ORGANIZATION
C.V.,0,1,0,1,LOCATION
canadiense,0,1,0,1,LOCATION
Pan American Goldfields,1,1,0,3,ORGANIZATION
Cieneguita,1,0,0,1,LOCATION
plata,0,1,0,1,LOCATION
Urique,0,1,0,1,LOCATION
Chihuahua,0,0,2,2,LOCATION
Fabián Soto,0,0,1,1,PERSON
Protección Civil del estado,0,0,1,1,ORGANIZATION
Pan,0,0,1,1,ORGANIZATION
Noé Torres,0,0,2,2,PERSON
republicano,0,0,1,5,ORGANIZATION
Tratado de Libre Comercio de América del Norte,0,1,3,14,ORGANIZATION
Iowa,0,1,1,4,LOCATION
demócrata,0,1,0,3,ORGANIZATION
Dino Rossi,0,1,0,3,PERSON
Jason Lange,0,1,1,3,PERSON
Anthony Esposito,0,1,0,2,PERSON
Dave Reichert,0,1,0,2,PERSON
Kim Schrier,0,0,1,2,PERSON
Cámara de Representantes,0,0,1,2,ORGANIZATION
Congreso de Estados Unidos,0,0,1,1,ORGANIZATION
Enrique Peña Nieto,2,0,2,4,PERSON
Canadá,0,0,4,4,LOCATION
Virginia,0,0,1,1,LOCATION
Andrew Bell,0,0,1,1,PERSON
Jason Crow,0,0,1,1,PERSON
Jeff Denham,0,0,1,1,PERSON
Departamento de Comercio,0,0,1,1,ORGANIZATION
Ciudad de México,0,1,1,4,LOCATION
Ricardo Figueroa,1,0,0,1,PERSON
中国通信,0,0,1,2,ORGANIZATION
通訊,0,0,1,2,ORGANIZATION
民主党,0,0,2,9,ORGANIZATION
ワシントン,0,2,0,3,LOCATION
浙江省,0,0,1,1,LOCATION
ロイター/CHINA STRINGER NETWORK,0,0,1,1,ORGANIZATION
イラン,0,0,2,2,LOCATION
上院,0,1,1,3,ORGANIZATION
シューマー,0,0,1,1,PERSON
米国防・法執行当局,0,0,1,1,ORGANIZATION
国防総省,0,0,1,1,ORGANIZATION
共和党,0,0,2,6,ORGANIZATION
ホワイトハウス,0,0,1,1,ORGANIZATION
国土安全保障省,0,0,1,1,ORGANIZATION
下院国土安全保障委員会,0,0,1,1,ORGANIZATION
Antártida,0,0,1,6,LOCATION
Marcelo Legname,0,0,1,1,PERSON
Alexandre Meneghini OSLO,0,0,1,1,PERSON
península Antártica,0,0,1,1,LOCATION
Frida,0,0,1,1,PERSON
Naciones Unidas,1,0,0,1,ORGANIZATION
Fosa de las Marianas,0,0,1,1,LOCATION
Pacífico,0,0,1,1,LOCATION
S&P,0,0,1,1,ORGANIZATION
Grupo México,0,0,1,1,ORGANIZATION
Miguel Angel Gutiérrez,0,0,1,1,PERSON
Larry Fink,0,0,2,4,PERSON
Organización Mundial de Comercio,0,0,2,4,ORGANIZATION
Secretaría de Hacienda,0,0,2,2,ORGANIZATION
banco central,0,2,0,2,ORGANIZATION
BlackRock,0,2,0,2,ORGANIZATION
Justin Leverenz,0,0,2,2,PERSON
OppenheimerFunds,0,0,2,2,ORGANIZATION
Jesús Seade,0,0,2,2,PERSON
Consejo de Seguridad Nacional,0,0,2,2,ORGANIZATION
Graciela Márquez,0,0,2,2,PERSON
Monterrey,0,0,2,2,LOCATION
Henry Romero,0,1,0,1,PERSON
GUANGZHOU,0,0,1,5,LOCATION
U.S. State Department,1,0,0,4,ORGANIZATION
Heather Nauert,1,0,0,4,PERSON
Sue-Lin Wong,0,1,0,3,PERSON
Hua Chunying,0,0,1,3,PERSON
Lisa Lambert,0,0,1,2,PERSON
Cuba,1,0,0,2,LOCATION
Chengdu,0,0,1,1,LOCATION
Shenyang,0,0,1,1,LOCATION
Wuhan,0,0,1,1,LOCATION
Havana,1,0,0,1,LOCATION
U.S. Consulate in Guangzhou,1,0,0,1,ORGANIZATION
Ben Blanchard,0,1,0,1,PERSON
Michael Martina,0,0,1,1,PERSON
Comisión Interamericana de Derechos Humanos,0,1,0,6,ORGANIZATION
Comisión de Investigación,0,0,1,2,ORGANIZATION
Comisión Nacional de Derechos Humanos,0,0,1,2,ORGANIZATION
Esmeralda Troitiño,0,0,1,2,PERSON
Lizbeth Diaz,0,1,0,1,PERSON
fiscalía mexicana,0,0,1,1,ORGANIZATION
ministerio público federal,0,0,1,1,ORGANIZATION
Ayotzinapa,0,1,0,1,LOCATION
Cocula,0,0,1,1,LOCATION
Lizbeth Díaz,0,0,1,1,PERSON
Adriana Barrera,0,0,1,1,PERSON
Wal-Mart de México,0,1,0,4,ORGANIZATION
Las ventas,0,0,1,3,ORGANIZATION
Agrega,0,1,0,1,ORGANIZATION
América Central,0,0,1,1,LOCATION
Centroamérica,0,0,1,1,LOCATION
Wal-Mart Stores Inc,0,0,1,1,ORGANIZATION
bolsa de valores de México,0,0,1,1,ORGANIZATION
Rusia,0,1,0,6,LOCATION
Gianni Infantino,0,1,0,3,PERSON
San Petersburgo,1,0,0,2,LOCATION
suizos,0,1,0,2,LOCATION
Moscú,0,0,1,1,LOCATION
Sochi,0,0,1,1,LOCATION
Sridhar,0,0,1,1,PERSON
Javier Leira,1,0,0,1,PERSON
カリフォルニア州,0,0,1,7,LOCATION
下院,0,0,1,5,ORGANIZATION
ニュージャージー州,0,0,1,3,LOCATION
サクラメント,0,0,1,2,LOCATION
米民主党,0,0,1,2,ORGANIZATION
ノースダコタ,0,0,1,2,LOCATION
プリンストン,0,0,1,1,ORGANIZATION
カルフォルニア州,0,0,1,1,LOCATION
ニューサム,0,0,1,1,PERSON
カリフォルニア,0,0,1,1,LOCATION
共和,0,0,1,1,ORGANIZATION
共和党候補,0,0,1,1,ORGANIZATION
民主党議会選挙委員会,0,0,1,1,ORGANIZATION
ロサンゼルス,0,0,1,1,LOCATION
ハーレー・ロウダ,0,0,1,1,PERSON
ローラバッカー,1,0,0,1,PERSON
中部,0,0,1,1,LOCATION
ジョッシュ・ハーダー,0,0,1,1,PERSON
テッド・ハウズ,0,0,1,1,PERSON
